	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX155635	1804311	72627	173335	1461532	0	0	0	0	0	0	0	0	0	88194	8375	248	4.0251929961076565	1804311.0	342779.0	19.0	1461532.0	81.0	SRX155635_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1804311.0	0.0	18-97	32.0	22.751526192438355	83.0115595371308	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	1805940	99566	1805940	175176180	23936764	151101993	13.742842776911793			0.0911	0.6062	0.3028
SRX155636	1736568	51254	85039	1557618	0	0	0	0	0	0	0	0	0	36559	5640	458	2.9514536718400888	1736568.0	178950.0	10.3	1557618.0	89.7	SRX155636_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1736568.0	0.0	20-97	27.0	24.019915867071234	81.35889409455892	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1738478	1615669	1738478	168632366	25205125	141795013	15.91471058408799			0.0459	0.7223	0.2318
SRX155637	1946949	5540	32713	1893720	0	0	0	0	0	0	0	0	0	13859	1096	21	0.2845477719241747	1946949.0	53229.0	2.73	1893720.0	97.27	SRX155637_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1946949.0	0.0	20-97	22.0	23.612775859403364	73.40463360878995	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1950065	1880014	1950065	189156305	43691763	143581157	24.0939090029275			0.024	0.7947	0.1813
SRX155638	939781	13834	53375	845911	0	0	0	0	0	0	0	0	0	22921	3714	26	1.472045082843769	939781.0	93870.0	9.99	845911.0	90.01	SRX155638_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	939781.0	0.0	20-97	28.0	27.210373810784866	80.96700827107594	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	940852	872625	940852	91262644	14007330	76375048	16.312913309853265			0.0257	0.8657	0.1086
SRX155639	1151961	15916	71341	1034096	0	0	0	0	0	0	0	0	0	25609	4938	61	1.3816439966283578	1151961.0	117865.0	10.23	1034096.0	89.77	SRX155639_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1151961.0	0.0	20-97	28.0	26.070810893100184	80.63792958268553	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1153256	1066921	1153256	111865832	17550701	93239074	16.65098061399123			0.0106	0.9176	0.0717
SRX155640	2086034	42281	183065	1741457	0	0	0	0	0	0	0	0	0	108773	10387	71	2.0268605401446	2086034.0	344577.0	16.52	1741457.0	83.48	SRX155640_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2086034.0	0.0	20-97	27.0	10.140473786793047	71.84419333529559	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2106351	1886418	2106351	204316047	51495320	150911184	26.138359558219136			0.0275	0.7342	0.2383
SRX155641	2155640	87452	43074	1461933	0	0	0	0	0	0	0	0	0	534507	28293	381	4.0568926165779065	2155640.0	693707.0	32.18	1461933.0	67.82	SRX155641_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2155640.0	0.0	20-97	35.0	13.393269488645807	90.64227793138001	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2157502	1544774	2157502	209277694	11525830	196185619	6.255838713513348			0.1412	0.5298	0.32899999999999996
SRX155642	1649022	67562	32137	1307098	0	0	0	0	0	0	0	0	0	224341	17646	238	4.097095126687212	1649022.0	341924.0	20.73	1307098.0	79.27	SRX155642_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1649022.0	0.0	20-97	33.0	19.89650178138906	88.26755980211301	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1651176	1362110	1651176	160164072	12734645	146053725	8.809932729482552			0.1836	0.4575	0.3589
SRX155643	1579068	60091	21285	1438216	0	0	0	0	0	0	0	0	0	45136	13995	345	3.805472595227058	1579068.0	140852.0	8.92	1438216.0	91.08	SRX155643_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1579068.0	0.0	20-97	30.0	17.53567533343883	89.45993712747013	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1580285	1472386	1580285	153287645	10264751	141541085	7.663083348954835			0.1568	0.6981	0.145
SRX155644	1083442	27259	13560	979717	0	0	0	0	0	0	0	0	0	48201	14603	102	2.515963014171501	1083442.0	103725.0	9.57	979717.0	90.43	SRX155644_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1083442.0	0.0	20-97	34.0	9.806593561668995	93.32272701261351	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1084335	1007153	1084335	105180495	2922302	101244584	3.74205407571052			0.1004	0.7323	0.1673
SRX155645	624261	23406	10197	524932	0	0	0	0	0	0	0	0	0	50282	15284	160	3.7493932826173664	624261.0	99329.0	15.91	524932.0	84.09	SRX155645_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	624261.0	0.0	20-97	31.0	20.295139252444827	89.34475163433243	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	624714	546271	624714	60597258	4118545	55928296	7.70490638371789			0.0795	0.8026	0.1179
SRX155646	1385014	25179	20553	1236421	0	0	0	0	0	0	0	0	0	61471	41260	130	1.8179599628595813	1385014.0	148593.0	10.73	1236421.0	89.27	SRX155646_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1385014.0	0.0	20-97	33.0	12.582802961812055	90.27143119130926	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1386212	1270937	1386212	134462564	7873830	125309591	6.807079032049396			0.0539	0.7681	0.17800000000000002
SRX155647	1795194	49254	17287	1523700	0	0	0	0	0	0	0	0	0	84118	120738	97	2.743658902603284	1795194.0	271494.0	15.12	1523700.0	84.88	SRX155647_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1795194.0	0.0	20-97	35.0	6.9867078618533265	89.52731348255398	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1798306	1576528	1798306	174435682	11620939	161225254	7.573237223333697			0.0929	0.6579	0.2492
SRX1799365	10309431	41803	1	8510488	0	0	0	0	0	0	0	0	0	1746384	10726	29	0.4054830960117973	10309431.0	1798943.0	17.45	8510488.0	82.55	SRX1799365_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10309431.0	0.0	20-100	32.0	17.73985180858446	72.71869883022642	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	10313720	9123156	10313720	1031372000	265865664	755826586	26.716394666521875			0.4444	0.0889	0.4667
SRX1799366	7086942	404699	466390	5910547	0	0	0	0	0	0	0	0	0	237292	66488	1526	5.710488388362711	7086942.0	1176395.0	16.6	5910547.0	83.4	SRX1799366_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7086942.0	0.0	20-100	31.0	18.093030308565567	74.10191165667787	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	7088909	6321457	7088909	708890900	172819622	529439139	25.31443992298391			0.5	0.25	0.25
SRX1799367	20492345	1549385	570213	15914368	0	0	0	0	0	0	0	0	0	2103889	351147	3343	7.560798922719679	20492345.0	4577977.0	22.34	15914368.0	77.66	SRX1799367_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20492345.0	0.0	20-100	33.0	15.791126946735387	56.48590681056756	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	20496199	17474961	20496199	1417418269	233408627	1165652905	17.762249119141273			0.2286	0.4571	0.3143
SRX1799368	19410622	1459036	627850	15160613	0	0	0	0	0	0	0	0	0	1838418	321723	2982	7.516688543004959	19410622.0	4250009.0	21.9	15160613.0	78.1	SRX1799368_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19410622.0	0.0	20-100	33.0	15.173437028577569	56.891938238764325	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	19413344	16649589	19413344	1307065819	178099011	1111707525	14.946324137637019			0.4286	0.2857	0.2857
SRX1799369	7822536	424691	407777	6671870	0	0	0	0	0	0	0	0	0	253102	63817	1279	5.429070572509988	7822536.0	1150666.0	14.71	6671870.0	85.29	SRX1799369_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7822536.0	0.0	20-100	31.0	19.58690049900705	70.44387906939642	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	7825899	7061299	7825899	782589900	219419814	555684788	28.994127320068912			0.3226	0.3871	0.2903
SRX1799370	9985303	577070	500953	8449174	0	0	0	0	0	0	0	0	0	370213	86116	1777	5.779193680952897	9985303.0	1536129.0	15.38	8449174.0	84.62	SRX1799370_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9985303.0	0.0	20-100	31.0	18.13988020967357	71.27683035757653	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	9990115	8963068	9990115	999011500	271907113	717629741	28.166018008801704			0.2333	0.2667	0.5
SRX1799371	22486674	1557086	955541	17390793	0	0	0	0	0	0	0	0	0	2227677	352131	3446	6.924483362901956	22486674.0	5095881.0	22.66	17390793.0	77.34	SRX1799371_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22486674.0	0.0	20-100	33.0	16.383961496965767	57.00373625730511	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	22491376	19213329	22491376	1558423030	247457006	1290963053	17.162219233887992			0.2857	0.5143	0.2
SRX1799372	26259186	1862611	1205287	20265507	0	0	0	0	0	0	0	0	0	2463654	456040	6087	7.093178745144652	26259186.0	5993679.0	22.83	20265507.0	77.17	SRX1799372_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26259186.0	0.0	20-100	34.0	14.566183058491832	56.76051024582407	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	26263146	22434830	26263146	1771991012	247926336	1500821023	15.303124404335295			0.2	0.4	0.4
SRX2070419	11510132	6485112	249169	1788655	0	0	0	0	103369	0	0	0	0	2214505	606154	63168	56.3426379471582	11510132.0	9721477.0	84.46	1788655.0	15.54	SRX2070419_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11510132.0	0.0	20-101	51.0	21.056483345118814	97.21193188748836	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	11629504	4340722	11629504	1174579904	15958698	1137660050	3.1432390316121057	0.7284	0.0394	0.2321		
SRX2070420	14990946	9164710	70862	1940574	0	0	0	0	66624	0	0	0	0	2940186	750168	57822	61.13496773319042	14990946.0	13050372.0	87.06	1940574.0	12.94	SRX2070420_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14990946.0	0.0	20-101	50.0	28.9265649409239	97.54842436227841	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	15143098	4983048	15143098	1529452898	31842014	1474500810	3.5929245073096716	0.8266	0.0248	0.1486		
SRX2070421	13814381	8349186	35652	2161509	0	0	0	0	62617	0	0	0	0	2472510	689131	43776	60.43836491841365	13814381.0	11652872.0	84.35	2161509.0	15.65	SRX2070421_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13814381.0	0.0	20-101	50.0	32.12201290812985	96.78691126298023	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	13948323	5485545	13948323	1408780623	19475167	1355502741	3.7818437541073417	0.8333	0.0228	0.1439		
SRX2070422	13898430	8448644	19280	2852204	0	0	0	0	78813	0	0	0	0	1792259	644768	62462	60.78847754746399	13898430.0	11046226.0	79.48	2852204.0	20.52	SRX2070422_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13898430.0	0.0	20-101	50.0	27.835641015026212	96.37390813206959	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	14027814	5622530	14027814	1416809214	21287118	1360429620	3.9793356397525512	0.7979	0.0363	0.1658		
SRX2070423	12431012	7524620	12437	2638259	0	0	0	0	82208	0	0	0	0	1535050	577764	60674	60.531033193435896	12431012.0	9792753.0	78.78	2638259.0	21.22	SRX2070423_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12431012.0	0.0	20-101	49.0	36.11160220235693	96.23912984719185	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	12560350	5052547	12560350	1268595350	19440368	1216859982	4.078161566649287	0.7672	0.0415	0.1913		
SRX2070424	11597664	7151595	12375	2395163	0	0	0	0	70723	0	0	0	0	1392541	512391	62876	61.66409890819392	11597664.0	9202501.0	79.35	2395163.0	20.65	SRX2070424_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11597664.0	0.0	20-101	49.0	35.70179919598108	96.7296717683837	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	11715870	4045588	11715870	1183302870	28633628	1131179033	4.404944695181885	0.7556	0.0437	0.2007		
SRX2070425	11851057	7193498	7196	2280797	0	0	0	0	83100	0	0	0	0	1710788	521780	53898	60.699210205469434	11851057.0	9570260.0	80.75	2280797.0	19.25	SRX2070425_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11851057.0	0.0	20-101	50.0	28.121070678128792	96.2229595216697	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	11960319	4871335	11960319	1207992219	17983557	1158107912	4.129522211765173	0.8255	0.033	0.1415		
SRX2070426	10520149	6461365	10084	1884625	0	0	0	0	93764	0	0	0	0	1520189	497821	52301	61.418949484460725	10520149.0	8635524.0	82.09	1884625.0	17.91	SRX2070426_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10520149.0	0.0	20-101	49.0	35.12988014663507	96.16119733665369	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	10622447	4301910	10622447	1072867147	15880614	1028591765	4.126828016293056	0.7768	0.0468	0.1765		
SRX2070427	13112536	8098982	6766	2360523	0	0	0	0	87363	0	0	0	0	1889671	600998	68233	61.76518409558609	13112536.0	10752013.0	82.0	2360523.0	18.0	SRX2070427_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13112536.0	0.0	20-101	49.0	32.626177844745555	96.87614279953169	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	13237301	4490051	13237301	1336967401	31227530	1280799129	4.201169898232994	0.7862	0.0397	0.1741		
SRX2407647	191496627	5774	50089	191407841	0	0	0	0	0	0	0	0	0	32735	186	2	0.003015196711532679	191496627.0	88786.0	0.05	191407841.0	99.95	SRX2407647_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	191496627.0	0.0	20-76	53.0	8.136208746966728	43.752778360947325	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		191796596	191048974	191796596	14576541296	32993297	8479735985	41.82614508609834			0.5	0.4444	0.0556
SRX2407648	174756563	5821	30290	174672955	0	0	0	0	0	0	0	0	0	47299	195	3	0.003330919251370262	174756563.0	83608.0	0.05	174672955.0	99.95	SRX2407648_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	174756563.0	0.0	20-76	53.0	8.775950066894838	45.907731957397225	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		174834326	174113567	174834326	13287408776	20026570	8117097567	38.91135808464571			0.2632	0.5789	0.1579
SRX2407649	68593675	52564259	345234	973952	0	0	0	0	0	0	0	0	0	12008954	2599203	102073	76.63134975637331	68593675.0	67619723.0	98.58	973952.0	1.42	SRX2407649_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68593675.0	0.0	20-76	53.0	11.929473819399965	75.09257983334469	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		68614658	5588679	68614658	5181023616	7561442	5166056005	0.2888929313847775			0.0902	0.0412	0.8686
SRX2407650	71559396	60624247	176718	1295770	0	0	0	0	0	0	0	0	0	6478601	2947484	36576	84.71877962748596	71559396.0	70263626.0	98.19	1295770.0	1.81	SRX2407650_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71559396.0	0.0	20-76	52.0	12.701580318114708	75.04280569947795	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		71586238	6244188	71586238	5403767602	9060438	5386272240	0.3237622949129928			0.1561	0.0536	0.7903
SRX2409106	6622895	4382455	17711	237902	0	0	0	0	0	0	0	0	0	1540968	432989	10870	66.171289141682	6622895.0	6384993.0	96.41	237902.0	3.59	SRX2409106_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6622895.0	0.0	20-75	51.0	37.72125309027592	73.56205405642096	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		6623071	1912505	6623071	496730325	2317967	491919765	0.9684450008160866			0.1889	0.7609999999999999	0.0501
SRX2409107	5527992	3624301	16867	216961	0	0	0	0	0	0	0	0	0	1299114	361504	9245	65.5627034192524	5527992.0	5311031.0	96.08	216961.0	3.92	SRX2409107_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5527992.0	0.0	20-75	51.0	38.53675469725943	73.57063577516031	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		5528171	1584621	5528171	414612825	1912181	410636532	0.9590376274539988			0.1896	0.7589	0.0515
SRX2409108	7041015	4616158	16815	244022	0	0	0	0	0	0	0	0	0	1716341	433133	14546	65.5609738084637	7041015.0	6796993.0	96.53	244022.0	3.47	SRX2409108_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7041015.0	0.0	20-75	51.0	36.06651359730275	73.58956940157066	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		7041197	2059739	7041197	528089775	2240123	523159441	0.9336166374363146			0.1772	0.7764	0.0464
SRX2409109	6993913	4563897	14831	263482	0	0	0	0	0	0	0	0	0	1747467	394408	9828	65.25527269212527	6993913.0	6730431.0	96.23	263482.0	3.77	SRX2409109_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6993913.0	0.0	20-75	51.0	37.316043954757816	73.56089731170519	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		6994103	2020982	6994103	524557725	2469047	519459393	0.9719296384396968			0.1728	0.7691	0.0581
SRX2409110	6750729	4513271	17645	202921	0	0	0	0	0	0	0	0	0	1587936	419590	9366	66.85605362028309	6750729.0	6547808.0	96.99	202921.0	3.01	SRX2409110_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6750729.0	0.0	20-75	52.0	36.961529793829996	73.61582341699689	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		6750911	1921180	6750911	506318325	1982379	501805610	0.8912802040099971			0.1765	0.7695	0.054000000000000006
SRX2409111	7063305	4616789	38082	260663	0	0	0	0	0	0	0	0	0	1657006	481788	8977	65.36301349014377	7063305.0	6802642.0	96.31	260663.0	3.69	SRX2409111_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7063305.0	0.0	20-75	51.0	35.73425939601008	73.5568711814087	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		7063513	2001132	7063513	529763475	2516104	524625344	0.9698915162091912			0.1925	0.7547	0.0528
SRX2409112	20788986	58911	317	20671762	0	0	0	0	0	0	0	0	0	49762	7770	464	0.2833760145877245	20788986.0	117224.0	0.56	20671762.0	99.44	SRX2409112_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20788986.0	0.0	20-75	43.0	37.29649660993854	73.42760084594795	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		20791795	8823194	20791795	1559384625	10184405	1538555293	1.3357405008401952			0.0721	0.8298	0.0982
SRX2409113	22257958	46666	312	22160729	0	0	0	0	0	0	0	0	0	43267	6520	464	0.20965984390841244	22257958.0	97229.0	0.44	22160729.0	99.56	SRX2409113_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22257958.0	0.0	20-75	43.0	39.48695527137325	73.36438230317444	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		22259571	10066993	22259571	1669467825	11997072	1645228697	1.4519074663807912			0.0469	0.8675	0.0857
SRX2409114	21247433	59282	500	21128361	0	0	0	0	0	0	0	0	0	51151	7713	426	0.2790078217919313	21247433.0	119072.0	0.56	21128361.0	99.44	SRX2409114_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21247433.0	0.0	20-75	42.0	35.67848192387993	73.33832769351478	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		21249306	9706843	21249306	1593697950	12320807	1569965447	1.4891468612355307			0.0691	0.787	0.1439
SRX2409115	20045107	30418	218	19981097	0	0	0	0	0	0	0	0	0	28430	4715	229	0.15174775569918386	20045107.0	64010.0	0.32	19981097.0	99.68	SRX2409115_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20045107.0	0.0	20-75	40.0	36.067045518583534	73.29128529969933	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		20046920	10318964	20046920	1503519000	12262175	1479201992	1.6173395879932346			0.0563	0.8484	0.0953
SRX2409116	20160128	29219	101	20102379	0	0	0	0	0	0	0	0	0	23901	4347	181	0.14493459565336095	20160128.0	57749.0	0.29	20102379.0	99.71	SRX2409116_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20160128.0	0.0	20-75	34.0	34.422665941716865	72.89430434171847	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		20162050	12997749	20162050	1512153750	19713537	1478161580	2.247930807300514			0.0794	0.8692	0.0515
SRX2409117	21412424	26948	92	21359804	0	0	0	0	0	0	0	0	0	21609	3797	174	0.12585216881563713	21412424.0	52620.0	0.25	21359804.0	99.75	SRX2409117_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21412424.0	0.0	20-75	37.0	38.75322588719904	73.17195353501312	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		21414118	12399182	21414118	1606058850	15177977	1576842354	1.8191423060244647			0.0752	0.8775	0.0473
SRX2409118	22849354	12330	75	22824314	0	0	0	0	0	0	0	0	0	10890	1660	85	0.053962138273143306	22849354.0	25040.0	0.11	22824314.0	99.89	SRX2409118_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22849354.0	0.0	20-75	29.0	29.516037062268413	72.7325261799524	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		22851097	16155473	22851097	1713832275	25570620	1670864433	2.507120599067957			0.0708	0.8825	0.0467
SRX2409119	20433107	9796	181	20411280	0	0	0	0	0	0	0	0	0	10578	1213	59	0.04794180346630593	20433107.0	21827.0	0.11	20411280.0	99.89	SRX2409119_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20433107.0	0.0	20-75	34.0	37.39063860297849	72.9154362085022	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		20435358	12619140	20435358	1532651850	19266195	1499246288	2.1795923190253546			0.0445	0.9137	0.0418
SRX2409120	22634805	131985	339	22359544	0	0	0	0	0	0	0	0	0	121387	20280	1270	0.5831064150983408	22634805.0	275261.0	1.22	22359544.0	98.78	SRX2409120_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22634805.0	0.0	20-75	36.0	36.53993735339136	73.10098293314213	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		22636514	13377195	22636514	1697738550	17662363	1665057699	1.924963711285227			0.0804	0.8512	0.0684
